insee_code,zip_code,name,latitude,longitude,department_insee_code
01001,01400,l abergement clemenciat,46.153721024,4.925850148,01
01002,01640,l abergement de varey,46.009605679,5.428087796,01
01004,01500,amberieu en bugey,45.961048852,5.372275427,01
01005,01330,amberieux en dombes,45.99616357,4.911967138,01
01006,01300,ambleon,45.749886304,5.594584599,01
01007,01500,ambronay,46.005690539,5.357748739,01
01008,01500,ambutrix,45.936683389,5.332446671,01
01009,01300,andert et condon,45.787194157,5.657799976,01
01010,01350,anglefort,45.909091467,5.795056945,01
01011,01100,apremont,46.205877513,5.657980818,01
01012,01110,aranc,46.001293319,5.510946399,01
01013,01230,arandas,45.890233979,5.498924738,01
01014,01100,arbent,46.283607621,5.690755574,01
01015,01300,arboys en bugey,45.712796712,5.64167722,01
01016,01190,arbigny,46.477598582,4.960100975,01
01017,01230,argis,45.933504727,5.482593252,01
01019,01510,armix,45.854492231,5.583031315,01
01021,01480,ars sur formans,45.993537592,4.821960428,01
01022,01510,artemare,45.869624164,5.690088298,01
01023,01570,asnieres sur saone,46.385206065,4.883700297,01
01024,01340,attignat,46.286061273,5.179817579,01
01025,01380,bage dommartin,46.327468413,4.966993244,01
01026,01380,bage le chatel,46.308270333,4.9298452820000005,01
01027,01360,balan,45.830979009,5.108003865,01
01028,01990,baneins,46.114061723,4.901684997,01
01029,01270,beaupont,46.428649695,5.260337095,01
01030,01480,beauregard,46.000721971,4.756657208,01
01031,01100,bellignat,46.238150086,5.635913808,01
01032,01360,beligneux,45.859311798,5.140369014,01
01033,01200,valserhone,46.124111549,5.796482369,01
01034,01300,belley,45.749882762,5.683910513,01
01035,01130,belleydoux,46.253334104,5.785067125,01
01036,01260,valromey sur seran,45.918185011,5.6568848240000005,01
01037,01470,benonces,45.838144557,5.483119825,01
01038,01370,beny,46.319387367,5.282567061,01
01039,01350,beon,45.856484934,5.752398693,01
01040,01340,bereziat,46.367707398,5.039989868,01
01041,01500,bettant,45.937720512,5.365979513,01
01042,01290,bey,46.219516565,4.846226251,01
01043,01700,beynost,45.839476518,4.99743421,01
01044,01200,billiat,46.079406273,5.765548016,01
01045,01330,birieux,45.953187919,5.037212561,01
01046,01290,biziat,46.226338767,4.941082276,01
01047,01150,blyes,45.847070433,5.251661374,01
01049,01120,la boisse,45.844628451,5.028332382,01
01050,01190,boissey,46.373043501,4.998844748,01
01051,01450,bolozon,46.196340526,5.470453285,01
01052,01330,bouligneux,46.023044402,4.992313384,01
01053,01000,bourg en bresse,46.205013838,5.245593605,01
01054,01800,bourg st christophe,45.886247155,5.143599073,01
01056,01640,boyeux st jerome,46.036053911,5.463119438,01
01057,01190,boz,46.405530214,4.913724,01
01058,01300,bregnier cordon,45.641317771,5.616806128,01
01060,01110,brenod,46.075616229,5.614402984,01
01061,01300,brens,45.713937941,5.689263883,01
01062,01360,bressolles,45.86942733,5.101495053,01
01063,01460,brion,46.168166789,5.546506151,01
01064,01470,briord,45.770630041,5.485482939,01
01065,01310,buellas,46.210586509,5.145274303,01
01066,01510,la burbanche,45.859942755,5.545817567,01
01067,01430,ceignes,46.125618677,5.495155483,01
01068,01450,cerdon,46.071947147,5.476107384,01
01069,01240,certines,46.13346457,5.262432008,01
01071,01170,cessy,46.316089437,6.078030245,01
01072,01250,ceyzeriat,46.183403875,5.319678283,01
01073,01350,ceyzerieu,45.833507381,5.719105551,01
01074,01320,chalamont,46.007577226,5.169368719,01
01075,01480,chaleins,46.03393089,4.798634776,01
01076,01230,chaley,45.954366591,5.536967199,01
01077,01450,challes la montagne,46.122300221,5.457513206,01
01078,01630,challex,46.176874001,5.971497204,01
01079,01260,champagne en valromey,45.93196511,5.6931331190000005,01
01080,01110,champdor corcelles,46.028576252,5.5880089040000005,01
01081,01410,champfromier,46.220471277,5.822270927,01
01082,01420,chanay,46.005822693,5.768694464,01
01083,01990,chaneins,46.093517041,4.854300227,01
01084,01400,chanoz chatenay,46.185700461,5.028865152,01
01085,01240,la chapelle du chatelard,46.073407767,5.021766424,01
01087,01130,charix,46.185606234,5.680768417,01
01088,01800,charnoz sur ain,45.874182776,5.221971236,01
01089,01500,chateau gaillard,45.972849668,5.307314958,01
01090,01320,chatenay,46.025881406,5.204590322,01
01092,01320,chatillon la palud,45.974829804,5.241474204,01
01093,01400,chatillon sur chalaronne,46.122927177,4.957950327,01
01094,01190,chavannes sur reyssouze,46.438056692,5.006564061,01
01095,01250,nivigne et suran,46.283759087,5.426610623,01
01096,01660,chaveyriat,46.199364763,5.056028558,01
01098,01300,chazey bons,45.800812797,5.673644385,01
01099,01150,chazey sur ain,45.893242753,5.254787754,01
01100,01510,cheignieu la balme,45.822895805,5.604830013,01
01101,01430,chevillard,46.110541974,5.581393787,01
01102,01190,chevroux,46.382465302,4.96295233,01
01103,01170,chevry,46.283052925,6.047291131,01
01104,01200,chezery forens,46.222560403,5.872426209,01
01105,01390,civrieux,45.922942274,4.88661781,01
01106,01250,cize,46.200571572,5.450819845,01
01107,01230,cleyzieu,45.902697686,5.432785798,01
01108,01270,coligny,46.386677691,5.330424959,01
01109,01550,collonges,46.14254416,5.8997020110000005,01
01110,01300,colomieu,45.736541941,5.627101669,01
01111,01230,conand,45.884053467,5.475347591,01
01112,01430,condamine,46.105853185,5.555763365,01
01113,01400,condeissiat,46.153630976,5.084742227,01
01114,01200,confort,46.154319846,5.832712881,01
01115,01310,confrancon,46.270495708,5.057684099,01
01116,01300,contrevoz,45.801189694,5.620039731,01
01117,01300,conzieu,45.725559026,5.60426246,01
01118,01420,corbonod,45.966152692,5.789641772,01
01121,01110,corlier,46.033238796,5.49675279,01
01123,01290,cormoranche sur saone,46.241130758,4.827940144,01
01124,01560,cormoz,46.433602116,5.221431179,01
01125,01250,corveissiat,46.250905649,5.471571612,01
01127,01370,courmangoux,46.326589431,5.355779855,01
01128,01560,courtes,46.456933571,5.110909724,01
01129,01320,crans,45.966451737,5.195121184,01
01130,01340,bresse vallons,46.324861585,5.18476155,01
01133,01350,cressin rochefort,45.782891957,5.765321336,01
01134,01290,crottet,46.283058978,4.877612001,01
01135,01170,crozet,46.291682935,5.995342333,01
01136,01290,cruzilles les mepillat,46.221287172,4.875091409,01
01138,01350,culoz,45.856261299,5.783896526,01
01139,01560,curciat dongalon,46.488378441,5.162792791,01
01140,01310,curtafond,46.272845103,5.102586674,01
01141,01300,cuzieu,45.819789364,5.676212455,01
01142,01120,dagneux,45.853464731,5.072826764,01
01143,01220,divonne les bains,46.37578263,6.115899041,01
01145,01240,dompierre sur veyle,46.067062083,5.2163499810000005,01
01146,01400,dompierre sur chalaronne,46.141693057,4.901548737,01
01147,01270,domsure,46.424615516,5.293568072,01
01148,01590,dortan,46.313828684,5.641766262,01
01149,01500,douvres,45.984380884,5.371822689,01
01150,01250,drom,46.219911371,5.368203702,01
01151,01160,druillat,46.067401882,5.292863665,01
01152,01130,echallon,46.227375756,5.732820146,01
01153,01170,echenevex,46.316213201,6.019973941,01
01155,01230,evosges,45.965059972,5.502978842,01
01156,01800,faramans,45.910645635,5.124850948,01
01157,01480,fareins,46.02127524,4.76219161,01
01158,01550,farges,46.166776481,5.900181528,01
01159,01570,feillens,46.336262989,4.885623771,01
01160,01210,ferney voltaire,46.251506821,6.107612983,01
01162,01350,flaxieu,45.811163575,5.74361882,01
01163,01340,foissiat,46.37851841,5.184539825,01
01165,01090,francheleins,46.073642487,4.812560271,01
01166,01480,frans,45.993691889,4.780690701,01
01167,01140,garnerans,46.21348428,4.8289069090000005,01
01169,01090,genouilleux,46.120504129,4.793274771,01
01170,01460,beard geovreissiat,46.189954141,5.551650441,01
01171,01100,geovreisset,46.251946688,5.613829996,01
01173,01170,gex,46.347299128,6.046241081,01
01174,01130,giron,46.223710673,5.780900995,01
01175,01190,gorrevod,46.415025686,4.950803093,01
01177,01250,grand corent,46.207878942,5.433975906,01
01179,01290,grieges,46.263562027,4.8465959640000005,01
01180,01220,grilly,46.331834436,6.113479251,01
01181,01100,groissiat,46.226480597,5.612552487,01
01183,01090,guereins,46.106683459,4.782509441,01
01184,01250,hautecourt romaneche,46.161413177,5.429657892,01
01185,01110,plateau d hauteville,45.939605942,5.583780117,01
01187,01260,haut valromey,46.047457905,5.687540901,01
01188,01140,illiat,46.186478333,4.888314493,01
01189,01200,injoux genissiat,46.049881793,5.759597323,01
01190,01680,innimond,45.791574949,5.574649782,01
01191,01430,izenave,46.03763861,5.524740228,01
01192,01580,izernore,46.21820091,5.563094625,01
01193,01300,izieu,45.655823494,5.63926904,01
01194,01480,jassans riottier,45.978297107,4.759283906,01
01195,01250,jasseron,46.214830635,5.312466653,01
01196,01340,jayat,46.36571091,5.114295085,01
01197,01250,journans,46.146728348,5.334420467,01
01198,01800,joyeux,45.950086711,5.102600154,01
01199,01640,jujurieux,46.049910068,5.410944213,01
01200,01450,labalme,46.093436165,5.49340661,01
01202,01150,lagnieu,45.891820194,5.329446323,01
01203,01290,laiz,46.247074358,4.898839832,01
01204,01130,le poizat lalleyriat,46.145021165,5.695220905,01
01206,01430,lantenay,46.054059837,5.54099209,01
01207,01330,lapeyrouse,45.985680859,4.98170543,01
01208,01350,lavours,45.810937073,5.772831597,01
01209,01200,leaz,46.108668793,5.876787474,01
01210,01410,lelex,46.285331599,5.928941563,01
01211,01240,lent,46.116387961,5.201523196,01
01212,01560,lescheroux,46.411040706,5.15082556,01
01213,01150,leyment,45.927266966,5.294538891,01
01214,01450,leyssard,46.16192206,5.476245851,01
01215,01420,surjoux lhopital,46.027652991,5.783270343,01
01216,01680,lhuis,45.744604033,5.53583426,01
01219,01680,lompnas,45.810512662,5.523048258,01
01224,01360,loyettes,45.792262182,5.217785116,01
01225,01090,lurcy,46.061964713,4.780685202,01
01227,01300,magnieu,45.778861375,5.722906834,01
01228,01430,maillat,46.120131816,5.528443347,01
01229,01340,malafretaz,46.328995834,5.143009412,01
01230,01560,mantenay montlin,46.430174586,5.106638908,01
01231,01570,manziat,46.364247112,4.902989911,01
01232,01851,marboz,46.343877245,5.24375592,01
01233,01680,marchamp,45.77399082,5.55054354,01
01234,01300,marignieu,45.801447694,5.715805868,01
01235,01240,marlieux,46.055368436,5.074409772,01
01236,01340,marsonnas,46.340668542,5.064185832,01
01237,01100,martignat,46.202593204,5.61376153,01
01238,01600,massieux,45.909282243,4.826875301,01
01239,01300,massignieu de rives,45.757141127,5.762888041,01
01240,01580,matafelon granges,46.256460485,5.539445096,01
01241,01370,meillonnas,46.245164982,5.336325687,01
01242,01450,merignat,46.065000464,5.442093704,01
01243,01480,messimy sur saone,46.04728803,4.759551775,01
01244,01800,meximieux,45.906490344,5.203567359,01
01245,01250,bohas meyriat rignat,46.14240142,5.378302588,01
01246,01660,mezeriat,46.242427918,5.047836407,01
01247,01170,mijoux,46.361563083,6.008141903,01
01248,01390,mionnay,45.895925975,4.924322242,01
01249,01700,miribel,45.844720633,4.940785036,01
01250,01600,miserieux,45.976356834,4.810746584,01
01252,01140,mogneneins,46.144555689,4.82071103,01
01254,01250,montagnat,46.168529382,5.279365371,01
01255,01470,montagnieu,45.799677812,5.464453819,01
01257,01200,montanges,46.17325992,5.790043812,01
01258,01090,montceaux,46.096201232,4.80371646,01
01259,01310,montcet,46.219581293,5.111362841,01
01260,01800,le montellier,45.928791326,5.071383306,01
01261,01390,monthieux,45.962496016,4.9457798660000005,01
01262,01120,montluel,45.88696826,5.006439066,01
01263,01090,montmerle sur saone,46.085349049,4.760480813,01
01264,01310,montracol,46.186589896,5.117246219,01
01265,01460,montreal la cluse,46.179368209,5.595171755,01
01266,01340,montrevel en bresse,46.324969841,5.112512602,01
01267,01460,nurieux volognat,46.183432397,5.5145568140000005,01
01268,01300,murs et gelignieux,45.642252093,5.660672595,01
01269,01130,nantua,46.154014849,5.6130774070000005,01
01272,01400,neuville les dames,46.15673792,5.009153993,01
01273,01160,neuville sur ain,46.090992482,5.374225158,01
01274,01130,les neyrolles,46.135482729,5.637659804,01
01275,01700,neyron,45.818849625,4.930893467,01
01276,01120,nievroz,45.822376041,5.059412772,01
01277,01230,nivollet montgriffon,45.999773507,5.458408258,01
01279,01230,oncieu,45.965268733,5.471426786,01
01280,01510,ordonnaz,45.833767267,5.540116308,01
01281,01210,ornex,46.277348698,6.094057682,01
01282,01430,outriaz,46.067320468,5.556794597,01
01283,01100,oyonnax,46.261174589,5.652522302,01
01284,01190,ozan,46.387267599,4.917717963,01
01285,01600,parcieux,45.918543931,4.828068191,01
01286,01300,parves et nattages,45.731042721,5.74554129,01
01288,01630,peron,46.191651696,5.919739776,01
01289,01960,peronnas,46.171445721,5.217695172,01
01290,01800,perouges,45.880954446,5.179578034,01
01291,01540,perrex,46.246600639,4.974132197,01
01293,01430,peyriat,46.149983094,5.505681228,01
01294,01300,peyrieu,45.676372165,5.679913666,01
01295,01140,peyzieux sur saone,46.122308302,4.822997201,01
01296,01270,pirajoux,46.38527423,5.274506777,01
01297,01120,pizay,45.892082637,5.089116402,01
01298,01130,plagne,46.187663445,5.717614314,01
01299,01330,le plantay,46.022890163,5.089040398,01
01301,01310,polliat,46.246261733,5.138026638,01
01302,01350,pollieu,45.796850297,5.7482441,01
01303,01450,poncin,46.089241591,5.416477869,01
01304,01160,pont d ain,46.054298976,5.346959857,01
01305,01190,pont de vaux,46.442474679,4.9287626190000005,01
01306,01290,pont de veyle,46.263130344,4.881934778,01
01307,01460,port,46.156073474,5.57575885,01
01308,01550,pougny,46.144939074,5.950219547,01
01309,01250,pouillat,46.322247823,5.423675216,01
01310,01300,premeyzel,45.680663363,5.6445191900000005,01
01311,01110,premillieu,45.876640987,5.56447492,01
01313,01280,prevessin moens,46.258394588,6.072289047,01
01314,01160,priay,46.020155822,5.284298471,01
01317,01250,ramasse,46.190387888,5.355609423,01
01318,01390,rance,45.967701639,4.863876498,01
01319,01990,relevant,46.083987278,4.941538392,01
01320,01750,replonges,46.307689018,4.8750589810000005,01
01321,01250,revonnas,46.16166052,5.335646174,01
01322,01600,reyrieux,45.936961491,4.828653591,01
01323,01190,reyssouze,46.428820389,4.913367601,01
01325,01800,rignieux le franc,45.952055457,5.169195101,01
01328,01400,romans,46.123828349,5.02137821,01
01329,01510,rossillon,45.836457263,5.599269692,01
01330,01260,ruffieu,46.004168068,5.653050149,01
01331,01450,st alban,46.098069928,5.454852166,01
01332,01380,st andre de bage,46.298105786,4.913974008,01
01333,01390,st andre de corcy,45.926860059,4.953208779,01
01334,01290,st andre d huiriat,46.214063464,4.912995141,01
01335,01240,st andre le bouchoux,46.113278406,5.079827089,01
01336,01960,st andre sur vieux jonc,46.149285285,5.141324716,01
01337,01190,st benigne,46.452112405,4.9530917290000005,01
01338,01300,groslee st benoit,45.69767397,5.58124515,01
01339,01600,st bernard,45.949160246,4.741402311,01
01342,01120,ste croix,45.896004701,5.049282497,01
01343,01380,st cyr sur menthon,46.275678354,4.967816288,01
01344,01000,st denis les bourg,46.211139007,5.184567751,01
01345,01500,st denis en bugey,45.948856307,5.325027737,01
01346,01340,st didier d aussiat,46.307401075,5.058557969,01
01347,01600,st didier de formans,45.956574243,4.777830037,01
01348,01140,st didier sur chalaronne,46.184466911,4.816238863,01
01349,01800,st eloi,45.933000622,5.151304829,01
01350,01370,st etienne du bois,46.274684341,5.283804909,01
01351,01140,st etienne sur chalaronne,46.146898864,4.867333819,01
01352,01190,st etienne sur reyssouze,46.403232881,5.005524226,01
01353,01600,ste euphemie,45.967185072,4.794836579,01
01354,01630,st genis pouilly,46.254292166,6.036377482,01
01355,01380,st genis sur menthon,46.282127138,5.013710668,01
01356,01400,st georges sur renon,46.103915441,5.029419348,01
01357,01130,st germain de joux,46.182349687,5.74678702,01
01358,01300,st germain les paroisses,45.770985934,5.617843193,01
01359,01240,st germain sur renon,46.080092442,5.060333912,01
01360,01630,st jean de gonville,46.217861937,5.941584733,01
01361,01800,st jean de niost,45.840237105,5.212072654,01
01362,01390,st jean de thurigneux,45.959964264,4.899447068,01
01363,01640,st jean le vieux,46.029238504,5.383430096,01
01364,01560,st jean sur reyssouze,46.397230407,5.063110246,01
01365,01290,st jean sur veyle,46.268413023,4.92282422,01
01366,01150,ste julie,45.881929237,5.284256844,01
01367,01560,st julien sur reyssouze,46.399974319,5.103904994,01
01368,01540,st julien sur veyle,46.201605716,4.959526467,01
01369,01250,st just,46.193166212,5.284094836,01
01370,01750,st laurent sur saone,46.305955379,4.840156546,01
01371,01390,st marcel,45.948490368,4.989610452,01
01372,01510,st martin de bavel,45.848154791,5.679072745,01
01373,01430,st martin du frene,46.136010859,5.571551452,01
01374,01160,st martin du mont,46.106037536,5.32566619,01
01375,01310,st martin le chatel,46.291122506,5.122470045,01
01376,01700,st maurice de beynost,45.833245116,4.977534167,01
01378,01800,st maurice de gourdans,45.819991522,5.170225884,01
01379,01500,st maurice de remens,45.953056847,5.27042503,01
01380,01560,st nizier le bouchoux,46.452669456,5.17552541,01
01381,01320,st nizier le desert,46.052763315,5.142036349,01
01382,01330,ste olive,46.014041877,4.936006075,01
01383,01240,st paul de varax,46.09554189,5.127602048,01
01384,01230,st rambert en bugey,45.950974834,5.440151097,01
01385,01310,st remy,46.184238339,5.167708731,01
01386,01150,st sorlin en bugey,45.88627813,5.376602824,01
01387,01340,st sulpice,46.320649871,5.041695744,01
01388,01560,st trivier de courtes,46.461440157,5.066523976,01
01389,01990,st trivier sur moignans,46.061773631,4.900835837,01
01390,01150,st vulbas,45.822405324,5.270397867,01
01391,01270,salavre,46.363763372,5.34719405,01
01392,01580,samognat,46.264289324,5.585536911,01
01393,01400,sandrans,46.065529744,4.982157044,01
01396,01150,sault brenaz,45.865304092,5.403592522,01
01397,01220,sauverny,46.312789714,6.110162402,01
01398,01480,savigneux,45.997204438,4.857494223,01
01399,01170,segny,46.294128946,6.073314738,01
01400,01470,seillonnaz,45.797149229,5.497658476,01
01401,01630,sergy,46.263126375,5.988920778,01
01402,01190,sermoyer,46.498451286,4.977943541,01
01403,01470,serrieres de briord,45.813182663,5.441558147,01
01404,01450,serrieres sur ain,46.146273372,5.44962828,01
01405,01960,servas,46.139240323,5.179306262,01
01406,01560,servignat,46.434998753,5.05544071,01
01407,01420,seyssel,45.948191171,5.826182273,01
01408,01250,simandre sur suran,46.233965118,5.422597476,01
01410,01580,sonthonnax la montagne,46.224174368,5.5066226700000005,01
01411,01150,souclin,45.878018555,5.430669842,01
01412,01400,sulignat,46.173182813,4.957236347,01
01415,01510,talissieu,45.86344657,5.720504574,01
01416,01230,tenay,45.922821474,5.514615073,01
01418,01120,thil,45.816843857,5.017557044,01
01419,01710,thoiry,46.243643952,5.965281658,01
01420,01140,thoissey,46.170610767,4.795519066,01
01421,01230,torcieu,45.921618955,5.403421297,01
01422,01250,tossiat,46.138520943,5.303608596,01
01423,01600,toussieux,45.96023469,4.829116506,01
01424,01390,tramoyes,45.874577226,4.964145309,01
01425,01160,la trancliere,46.097100352,5.261453169,01
01426,01370,val revermont,46.285726208,5.363443289,01
01427,01600,trevoux,45.941022518,4.770446779,01
01428,01140,valeins,46.114578347,4.8651703170000005,01
01429,01660,vandeins,46.217405549,5.081415357,01
01430,01160,varambon,46.043475712,5.294333115,01
01431,01150,vaux en bugey,45.920191061,5.364013485,01
01432,01270,verjon,46.345951929,5.348487018,01
01433,01560,vernoux,46.484922126,5.105684134,01
01434,01330,versailleux,45.985673328,5.11240819,01
01435,01210,versonnex,46.300064513,6.100716829,01
01436,01170,vesancy,46.36148508,6.084582259,01
01437,01560,vescours,46.474718732,5.02614741,01
01439,01570,vesines,46.358983391,4.862419053,01
01441,01430,vieu d izenave,46.085226859,5.549465493,01
01443,01330,villars les dombes,45.99261764,5.044997679,01
01444,01150,villebois,45.848455252,5.447387286,01
01445,01270,villemotier,46.345699459,5.310381953,01
01446,01480,villeneuve,46.031517691,4.851344312,01
01447,01250,villereversure,46.192385749,5.394699049,01
01448,01200,villes,46.095438878,5.7578721,01
01449,01320,villette sur ain,46.009841816,5.252083338,01
01450,01800,villieu loyes mollon,45.932316137,5.229523775,01
01451,01440,viriat,46.250752259,5.223071857,01
01452,01510,virieu le grand,45.846709605,5.639958553,01
01453,01260,arviere en valromey,45.916294208,5.735432914,01
01454,01300,virignin,45.726775376,5.713059123,01
01456,01350,vongnes,45.812976581,5.724569949,01
01457,01540,vonnas,46.216716077,4.997308805,01
02001,02300,abbecourt,49.599684482,3.176852327,02
02002,02800,achery,49.694004156,3.397491579,02
02003,02200,acy,49.346919586,3.418183101,02
02004,02340,agnicourt et sechelles,49.716473106,3.961000078,02
02005,02190,aguilcourt,49.393733209,3.967807801,02
02006,02110,aisonville et bernoville,49.930322863,3.511399522,02
02007,02820,aizelles,49.485003991,3.818515071,02
02008,02370,aizy jouy,49.438697879,3.51124666,02
02009,02240,alaincourt,49.76637858,3.367160265,02
02010,02320,allemant,49.46254392,3.453354876,02
02011,02290,ambleny,49.376624509,3.183778907,02
02012,02200,ambrief,49.321494733,3.403714795,02
02013,02190,amifontaine,49.498637877,3.922881332,02
02014,02700,amigny rouy,49.610759195,3.302789238,02
02015,02600,ancienville,49.218878777,3.208246989,02
02016,02800,andelain,49.641183256,3.36941838,02
02017,02800,anguilcourt le sart,49.694090787,3.427868534,02
02018,02320,anizy le grand,49.516096173,3.453032228,02
02019,02480,annois,49.719521853,3.176029474,02
02020,02500,any martin rieux,49.881643579,4.223934549,02
02021,02360,archon,49.74412009,4.119783314,02
02022,02130,arcy ste restitue,49.25492425,3.478630764,02
02023,02210,armentieres sur ourcq,49.174033511,3.387020839,02
02024,02860,arrancy,49.49882629,3.764222249,02
02025,02480,artemps,49.761601531,3.197375465,02
02027,02270,assis sur serre,49.680564098,3.554556194,02
02028,02840,athies sous laon,49.575911394,3.69000239,02
02029,02490,attilly,49.855348527,3.15428951,02
02030,02420,aubencheul aux bois,50.024078162,3.26116661,02
02031,02500,aubenton,49.825326551,4.190262816,02
02032,02590,aubigny aux kaisnes,49.77240406,3.119507994,02
02033,02820,aubigny en laonnois,49.496989712,3.792304044,02
02034,02300,audignicourt,49.477827569,3.127371805,02
02035,02120,audigny,49.866346754,3.631923253,02
02036,02220,augy,49.340243776,3.511049877,02
02037,02000,aulnois sous laon,49.619869289,3.609481451,02
02038,02360,les autels,49.761134671,4.224088906,02
02039,02250,autremencourt,49.70534608,3.793573722,02
02040,02580,autreppes,49.897099289,3.856002204,02
02041,02300,autreville,49.585695102,3.236661356,02
02042,02400,azy sur marne,49.004386609,3.359999375,02
02043,02290,bagneux,49.459937203,3.279039827,02
02044,02140,bancigny,49.798022992,4.036526042,02
02046,02000,barenton bugny,49.622089709,3.661783996,02
02047,02000,barenton cel,49.647693941,3.645155045,02
02048,02270,barenton sur serre,49.66784668,3.690732262,02
02049,02700,barisis aux bois,49.577527949,3.32757202,02
02050,02170,barzy en thierache,50.039756081,3.749280061,02
02051,02850,barzy sur marne,49.091339484,3.561668993,02
02052,02380,bassoles aulers,49.533310631,3.384826586,02
02053,02330,vallees en champagne,49.007940641,3.616555648,02
02054,02220,bazoches et st thibaut,49.30645766,3.615341588,02
02055,02500,beaume,49.820841965,4.151946912,02
02056,02300,beaumont en beine,49.687873482,3.131935625,02
02057,02110,beaurevoir,49.996670013,3.330066029,02
02058,02160,beaurieux,49.402093342,3.752392574,02
02059,02800,beautor,49.648276469,3.338127887,02
02060,02590,beauvois en vermandois,49.83415186,3.103106259,02
02061,02110,becquigny,50.016098444,3.459927294,02
02062,02400,belleau,49.083202748,3.29982845,02
02063,02420,bellenglise,49.925986684,3.244543321,02
02064,02200,belleu,49.357066699,3.340164292,02
02065,02420,bellicourt,49.959346714,3.23015235,02
02066,02440,benay,49.755611918,3.308492655,02
02067,02450,bergues sur sambre,50.029607785,3.711923338,02
02068,02250,berlancourt,49.780638512,3.755414842,02
02069,02340,berlise,49.66197933,4.113421397,02
02070,02120,bernot,49.878869204,3.486862327,02
02071,02290,berny riviere,49.411377922,3.149880705,02
02072,02820,berrieux,49.482937389,3.852502532,02
02073,02190,berry au bac,49.408645633,3.899004938,02
02074,02800,bertaucourt epourdon,49.627338651,3.397352094,02
02075,02240,berthenicourt,49.778621574,3.372640357,02
02076,02190,bertricourt,49.397338066,4.012072495,02
02077,02200,berzy le sec,49.316919948,3.296439393,02
02078,02300,besme,49.534048357,3.163311485,02
02079,02500,besmont,49.823483767,4.117458406,02
02080,02870,besny et loizy,49.592419464,3.577165472,02
02081,02300,bethancourt en vaux,49.629077416,3.140744432,02
02082,02210,beugneux,49.227311242,3.416475399,02
02083,02130,beuvardes,49.130704921,3.491652186,02
02084,02310,bezu le guery,49.010472985,3.227843038,02
02085,02400,bezu st germain,49.104822187,3.40829274,02
02086,02300,bichancourt,49.57913903,3.212643827,02
02087,02290,bieuxy,49.447456964,3.269941259,02
02088,02860,bievres,49.492525273,3.714128715,02
02089,02200,billy sur aisne,49.355352711,3.375941298,02
02090,02210,billy sur ourcq,49.22143232,3.298949745,02
02091,02160,blanzy les fismes,49.336973064,3.671446859,02
02093,02300,blerancourt,49.507875635,3.15089154,02
02094,02400,blesmes,49.026472378,3.464235685,02
02095,02110,bohain en vermandois,49.989026719,3.465007059,02
02096,02270,bois les pargny,49.737172274,3.654174783,02
02097,02350,boncourt,49.626439946,3.956108855,02
02098,02400,bonneil,49.008052561,3.345784073,02
02099,02400,bonnesvalyn,49.126198595,3.32510263,02
02100,02420,bony,49.990651457,3.220766101,02
02101,02250,bosmont sur serre,49.739164547,3.866951038,02
02102,02860,bouconville vauclair,49.460193485,3.756684634,02
02103,02450,boue,50.011550543,3.714459526,02
02104,02160,bouffignereux,49.378528828,3.846143285,02
02105,02400,bouresches,49.067056293,3.316703204,02
02106,02160,bourg et comin,49.402887168,3.659773112,02
02107,02300,bourguignon sous coucy,49.543351686,3.154672717,02
02108,02000,bourguignon sous montbavin,49.529088286,3.537037569,02
02109,02140,la bouteille,49.878288472,3.96176401,02
02110,02220,braine,49.348518224,3.536763117,02
02111,02320,brancourt en laonnois,49.516508164,3.412722641,02
02112,02110,brancourt le grand,49.980556024,3.394377197,02
02114,02400,brasles,49.057012938,3.42403027,02
02115,02000,braye en laonnois,49.437398745,3.609863828,02
02116,02140,braye en thierache,49.768049649,3.962134828,02
02117,02480,bray st christophe,49.774144853,3.141582586,02
02118,02880,braye,49.422387936,3.376975383,02
02119,02210,brecy,49.140371179,3.423549684,02
02120,02220,brenelle,49.368284047,3.54436136,02
02121,02210,breny,49.184262001,3.350004368,02
02122,02870,brie,49.597375488,3.473167317,02
02123,02240,brissay choigny,49.722999325,3.397153709,02
02124,02240,brissy hamegicourt,49.742857871,3.399923608,02
02125,02810,brumetz,49.110351585,3.153350725,02
02126,02360,brunehamel,49.771382057,4.186261479,02
02127,02130,bruyeres sur fere,49.199671957,3.445415703,02
02128,02860,bruyeres et montberault,49.524775786,3.669533869,02
02129,02220,bruys,49.261914887,3.568519675,02
02130,02500,bucilly,49.866351037,4.09342038,02
02131,02880,bucy le long,49.387973822,3.398519722,02
02132,02870,bucy les cerny,49.579101939,3.496606176,02
02133,02350,bucy les pierrepont,49.646348774,3.903113266,02
02134,02500,buire,49.907619378,4.056800114,02
02135,02620,buironfosse,49.958217815,3.83827898,02
02136,02140,burelles,49.768802224,3.911694741,02
02137,02810,bussiares,49.076557021,3.250333474,02
02138,02200,buzancy,49.310243779,3.347968795,02
02139,02300,caillouel crepigny,49.617755672,3.121707969,02
02140,02300,camelin,49.52049848,3.127624347,02
02141,02260,la capelle,49.973535545,3.913302584,02
02142,02680,castres,49.800742628,3.253372217,02
02143,02420,le catelet,50.000988906,3.24317682,02
02144,02490,caulaincourt,49.864831923,3.111035178,02
02145,02300,caumont,49.637686756,3.172916368,02
02146,02330,celles les conde,49.01485859,3.569453258,02
02148,02370,celles sur aisne,49.415647667,3.475187219,02
